id	latitude	longitude	scientific_name	additional_species	date	verbatim_environment	environment	identification_support	issues	initial_duplicated_form	source	media	note
164485	48.57	7.766	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164486	48.57	7.766	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164489	45.801	4.849	NA	NA	2018-10-15	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164491	50.447	3.187	Rhaphigaster nebulosa	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164493	44.826	-0.581	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164495	47.363	2.436	Pentatomidae	NA	2018-10-15	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164497	45.663	5.92	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164498	44.396	4.397	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164499	46.142	8.904	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164500	48.57	7.699	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164501	45.756	4.819	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164502	45.712	4.889	Rhaphigaster nebulosa	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164503	50.623	3.071	NA	NA	2018-10-14	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164504	49.029	1.617	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164505	48.846	2.35	Halyomorpha halys	NA	2018-10-16	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164506	49.029	1.617	Rhaphigaster nebulosa	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164507	48.846	2.35	NA	NA	2018-10-16	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164508	48.846	2.35	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164509	48.581	7.712	Halyomorpha halys	NA	2018-10-14	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164512	48.859	2.402	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164513	48.812	2.466	NA	NA	2018-10-15	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164515	47.538	7.336	NA	NA	2018-10-02	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164516	43.493	1.526	Halyomorpha halys	NA	2018-10-13	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164517	45.187	5.734	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164519	48.781	5.171	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164520	48.528	7.698	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164521	45.729	4.859	NA	NA	2018-10-15	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164522	48.816	2.275	Halyomorpha halys	Nezara viridula	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164523	48.881	2.335	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164526	49.007	6.39	NA	NA	2018-10-13	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164527	48.876	2.34	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164528	48.912	2.253	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164529	43.833	4.347	NA	NA	2018-10-07	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164530	48.91	2.399	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164532	48.864	2.382	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164533	44.827	-0.578	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164534	47.669	-2.298	Rhaphigaster nebulosa	NA	2018-10-16	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164535	50.235	2.338	Pentatomidae	NA	2018-10-16	NA	crop	picture	poor picture definition	NA	citizen	Agiir	NA
164536	45.474	4.387	Leptoglossus occidentalis	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164537	48.826	2.341	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164538	46.349	6.09	Rhaphigaster nebulosa	Leptoglossus occidentalis	2018-10-02	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164539	48.865	2.396	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164540	46.596	0.303	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164541	48.225	2.637	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164542	48.837	2.279	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164543	47.754	7.339	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164544	48.821	2.342	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164545	48.607	7.778	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164547	48.577	7.748	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164548	43.284	5.514	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164549	48.594	7.716	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164550	45.717	4.806	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164551	48.853	2.366	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164552	48.76	2.422	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164553	48.523	7.741	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164554	48.578	7.755	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164555	48.809	2.064	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164556	50.571	2.278	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164557	45.721	4.918	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164558	48.828	2.363	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164559	45.599	3.283	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164560	50.33	3.223	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164563	43.251	0.071	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164564	46.248	5.257	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164565	50.675	3.128	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164566	45.791	4.815	NA	NA	2018-10-08	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164567	48.823	2.348	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164568	48.643	7.715	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164569	48.607	7.646	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164573	43.538	1.466	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164574	48.835	2.325	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164575	48.858	2.372	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164576	46.897	-1.698	NA	NA	2018-10-16	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164577	43.671	-0.487	NA	NA	2018-10-03	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164578	50.266	2.752	Rhaphigaster nebulosa	NA	2018-09-22	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164579	43.323	-0.334	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164581	48.905	2.276	Halyomorpha halys	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164582	44.821	-0.58	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164583	48.828	2.364	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164584	45.859	5.06	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164585	48.828	2.364	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164586	48.489	5.354	Pentatomidae	NA	2018-10-16	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164588	43.326	5.437	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164590	50.287	2.751	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164591	50.367	2.811	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164593	48.86	2.122	Rhaphigaster nebulosa	NA	2018-10-16	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164594	48.362	6.844	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164596	45.184	5.714	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164597	45.818	4.715	Nezara viridula	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164598	48.811	2.327	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164599	50.31	2.936	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164600	48.837	2.28	Nezara viridula	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164601	43.334	5.447	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164602	48.57	7.699	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164603	43.317	5.389	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164604	47.872	6.474	Leptoglossus occidentalis	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164605	45.557	5.919	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164606	48.645	7.668	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164607	45.764	4.804	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164608	48.57	7.699	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164609	48.57	7.699	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164610	48.54	7.767	Leptoglossus occidentalis	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164611	49.261	0.169	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164612	48.866	2.321	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164613	48.058	7.304	Halyomorpha halys	NA	2018-10-17	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164614	45.181	5.714	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164615	48.869	2.22	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164616	50.252	1.666	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164617	46.666	0.402	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164618	48.854	2.292	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164619	45.766	4.857	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164620	48.854	2.407	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164621	48.886	2.3	NA	NA	2018-10-10	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164622	49.301	-0.387	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164623	45.562	5.963	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164624	50.446	3.135	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164626	43.926	4.817	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164627	48.886	2.276	NA	NA	2018-10-17	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164628	45.968	4.804	Pentatomidae	NA	2018-10-17	NA	garden	picture	poor picture definition	NA	citizen	Agiir	NA
164630	48.852	2.39	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164634	43.619	1.303	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164636	47.592	2.78	Rhaphigaster nebulosa	NA	2018-10-17	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164637	43.55	6.301	NA	NA	2018-10-12	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164638	45.72	4.81	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164639	49.417	1.105	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164640	43.55	6.301	NA	NA	2018-10-12	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164641	45.793	3.071	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164642	45.191	5.78	Halyomorpha halys	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164643	48.903	2.301	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164644	49.028	1.166	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164645	49.298	3.575	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164646	48.786	2.362	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164647	46.217	-0.953	Rhaphigaster nebulosa	NA	2018-10-17	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164648	48.798	2.336	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164649	45.664	5.855	Pentatomidae	NA	2018-10-17	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164650	48.873	2.382	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164651	49.928	2.515	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164653	45.793	4.832	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164654	49.389	3.401	Pentatomidae	NA	2018-10-04	NA	garden	picture	poor picture definition	NA	citizen	Agiir	NA
164655	44.593	2.073	Leptoglossus occidentalis	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164656	48.849	2.364	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164657	46.106	5.965	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164658	45.765	4.791	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164659	43.608	3.91	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164660	48.612	7.787	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164661	43.713	1.308	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164663	48.771	2.83	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164664	48.831	2.315	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164665	45.91	5.189	Rhaphigaster nebulosa	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164666	49.131	6.167	Leptoglossus occidentalis	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164667	47.753	7.318	Halyomorpha halys	NA	2018-10-17	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164668	43.196	5.636	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164669	48.681	1.754	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164670	48.107	-1.202	NA	NA	2018-10-01	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164671	48.472	2.326	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164672	45.771	4.794	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164673	50.69	3.182	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164674	50.69	3.182	NA	NA	2018-10-18	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164675	46.02	4.943	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164676	46.549	3.337	Leptoglossus occidentalis	NA	2018-09-29	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164677	48.804	2.379	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164678	48.867	2.298	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164681	48.263	7.439	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164682	49.485	3.005	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164683	45.527	4.877	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164684	50.483	3.11	NA	NA	2018-10-01	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164685	48.838	2.417	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164687	50.458	1.588	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164689	45.569	3.313	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164690	45.773	4.828	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164691	43.767	7.482	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164693	45.774	4.86	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164694	47.592	7.569	NA	NA	2018-10-13	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164695	48.792	2.392	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164696	48.889	2.385	Halyomorpha halys	NA	2018-10-10	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164697	47.884	3.414	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164699	43.763	7.387	Halyomorpha halys	NA	2018-09-23	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164701	48.931	2.335	NA	NA	2018-08-01	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164702	48.654	2.294	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164703	48.695	6.132	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164704	43.613	3.892	NA	NA	2018-10-16	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164706	48.825	2.205	Nezara viridula	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164707	48.582	2.086	NA	NA	2018-10-18	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164708	48.917	2.285	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164709	48.848	2.334	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164710	48.083	7.347	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164712	45.438	4.413	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164713	49.027	3.025	NA	NA	2018-09-15	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164714	49.027	3.025	NA	NA	2018-09-15	NA	garden	NA	no picture	NA	citizen	Agiir	NA
164715	48.737	7.368	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164716	43.285	5.404	Halyomorpha halys	NA	2018-10-18	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164717	48.633	7.674	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164718	43.778	7.472	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164719	50.748	3.129	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164720	43.778	7.472	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164722	43.778	7.472	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164723	47.721	7.169	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164724	49.29	1.018	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164726	47.184	-0.602	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164727	43.105	6.059	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164728	43.742	7.288	Halyomorpha halys	NA	2018-10-18	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164729	45.796	3.511	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164730	46.386	5.865	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164733	49.205	3.767	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164734	49.094	6.213	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164735	48.572	7.714	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164736	45.742	4.817	NA	NA	2018-10-15	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164737	45.512	3.394	Rhaphigaster nebulosa	NA	2018-10-18	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164738	43.651	1.366	Halyomorpha halys	NA	2018-10-14	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164739	47.585	-2.437	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164740	43.428	6.667	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164741	47.637	6.826	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164742	47.751	4.581	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164743	45.631	0.038	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164744	48.736	2.169	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164745	48.692	2.249	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164746	49.779	4.006	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164747	45.77	4.869	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164748	43.635	3.844	Halyomorpha halys	NA	2018-10-18	NA	garden	picture	no issues	NA	citizen	Agiir	NA
164749	45.757	4.821	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164750	46.009	4.717	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164751	48.794	-0.943	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164752	48.848	2.206	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164754	43.535	1.409	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164755	48.806	2.286	NA	NA	2018-10-10	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164757	49.478	2.885	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164758	48.845	2.423	NA	NA	2018-10-17	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164759	43.793	7.503	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164760	48.886	2.232	Leptoglossus occidentalis	NA	2018-10-15	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164761	47.713	2.216	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164762	47.658	6.599	Coreus marginatus	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164763	46.192	5.397	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164764	48.601	7.749	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164767	48.839	2.157	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164770	48.877	2.376	NA	NA	2018-10-18	NA	habitation	NA	no picture	NA	citizen	Agiir	NA
164771	46.262	1.778	Pentatomidae	NA	2018-10-18	NA	habitation	picture	poor picture definition	NA	citizen	Agiir	NA
164772	48.516	7.64	Halyomorpha halys	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164773	48.875	7.745	Leptoglossus occidentalis	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
164774	47.342	-1.7	Rhaphigaster nebulosa	NA	2018-10-18	NA	habitation	picture	no issues	NA	citizen	Agiir	NA
